X,Y,Vendor,Neighborhood,Address,Lat,Long,Planned_Install_Date,Original_Pole_Type,Attachment_Or_Replacement,New_Pole_Type,Pole_Identifying_Number,Intended_Commercial_Use,Spectrum,City_Reference,Requester_Email_Address,ObjectId
-7914786.07309771,5213456.38994975,ExteNet Systems,Fenway / Kenmore, 595 COMMONWEALTH AV,42.34936,-71.099733,2021/10/29 00:00:00+00,Pendant,Replacement,Pendant Light Pole with Side Mount (Extenet X-16),3125,Neutral Host,Licensed,Ext1393,ExteNetER@gmail.com,248
-7914929.00732389,5213620.12063794,ExteNet Systems,Fenway / Kenmore, 166 BAY STATE RD,42.350447,-71.101017,2022/04/29 00:00:00+00,Standard Concrete - Aeriata,Replacement,Standard Concrete Light Pole (Extenet Exhibit X-1),3126,Neutral Host,Licensed,Ext1394,ExteNetER@gmail.com,249
-7914806.88984249,5213604.60601707,ExteNet Systems,Fenway / Kenmore,147 Bay State Rd,42.350344,-71.09992,2023/03/31 00:00:00+00,Aeriata Light Pole,Replacement,Standard Concrete Light Pole (Extenet Exhibit X-1),3127,Neutral Host,Licensed,Ext1395,ExteNetER@gmail.com,250
-7914026.54021203,5213275.64178819,ExteNet Systems,Fenway / Kenmore,20 Charlesgate West,42.34816,-71.09291,2022/07/29 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3128,Neutral Host,Licensed,Ext1396,ExteNetER@gmail.com,251
-7915206.08153647,5213475.36870689,ExteNet Systems,Fenway / Kenmore, 700 COMMONWEALTH AV,42.349486,-71.103506,2022/09/30 00:00:00+00,Pendant,Replacement,Pendant Light Pole with Side Mount (Extenet X-16),3129,Neutral Host,Licensed,Ext1397,ExteNetER@gmail.com,252
-7912364.09493652,5218827.54077963,ExteNet Systems,Charlestown,17 Caldwell St,42.385009,-71.077976,2022/08/26 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3339,Neutral Host,Licensed,Ext1398,ExteNetER@gmail.com,253
-7911329.04631113,5217584.86436411,ExteNet Systems,Charlestown,Main St,42.376763,-71.068678,2022/09/30 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3345,Neutral Host,Licensed,Ext1401,ExteNetER@gmail.com,254
-7911149.48797247,5217686.73176898,ExteNet Systems,Charlestown,Rutherford Ave,42.377439,-71.067065,2022/11/04 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3346,Neutral Host,Licensed,Ext1402,ExteNetER@gmail.com,255
-7911272.4960098,5218125.85914058,ExteNet Systems,Charlestown, 34 MEAD ST,42.380353,-71.06817,2019/10/01 00:00:00+00,Wood Utility Pole (Not City Owned but In Right of Way),Attachment,Wood Utility Pole Antenna Top Mount (Extenet Exhibit X-4),3347,Single Carrier,Licensed,Ext1403,ExteNetER@gmail.com,256
-7910546.80424932,5205342.99111656,ExteNet Systems,Dorchester,1615 DORCHESTER AVE,42.295472,-71.061651,2021/11/19 00:00:00+00,Pendant,Replacement,Pendant Light Pole with Side Mount (Extenet X-16),3523,Neutral Host,Licensed,Ext1406,ExteNetER@gmail.com,257
-7909947.01483293,5217717.02095738,ExteNet Systems,Charlestown,15-33 Tufts St,42.37764,-71.056263,2022/12/16 00:00:00+00,Standard Concrete - Cobra,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3349,Neutral Host,Licensed,Ext1407,ExteNetER@gmail.com,258
-7910437.82246783,5205741.36227697,ExteNet Systems,Dorchester,1538-1540 Dorchester Ave,42.298119,-71.060672,2021/11/05 00:00:00+00,Acorn - Single,Replacement,Double Acorn Light Pole with Side Mount & Whip Antenna (Extenet Exhibit X-20),3524,Neutral Host,Licensed,Ext1408,ExteNetER@gmail.com,259
-7910209.7288312,5205378.05673853,ExteNet Systems,Dorchester,65 DIX ST,42.295705,-71.058623,2020/02/28 00:00:00+00,Wood Utility Pole (Not City Owned but In Right of Way),Attachment,Wood Utility Pole Antenna Side Mount (Extenet Exhibit X-5),3525,Single Carrier,Licensed,Ext1409,ExteNetER@gmail.com,260
-7910711.33445671,5205808.93804124,ExteNet Systems,Dorchester,1513 Dorchester Ave,42.298568,-71.063129,2021/10/29 00:00:00+00,Pendant,Replacement,Pendant Light Pole with Side Mount (Extenet X-16),3526,Neutral Host,Licensed,Ext1410,ExteNetER@gmail.com,261
-7911312.12574852,5206289.0558965,ExteNet Systems,Dorchester,374 GENEVA AVE,42.301758,-71.068526,2021/10/25 00:00:00+00,Pendant,Replacement,Pendant Light Pole with Side Mount (Extenet X-16),3528,Neutral Host,Licensed,Ext1411,ExteNetER@gmail.com,262
-7910881.87591661,5206377.85778913,ExteNet Systems,Dorchester,65 RIDGEWOOD ST,42.302348,-71.064661,2021/08/27 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3529,Neutral Host,Licensed,Ext1412,ExteNetER@gmail.com,263
-7910957.12789238,5206594.59810585,ExteNet Systems,Dorchester,131 Homes Ave,42.303788,-71.065337,2021/08/20 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3530,Neutral Host,Licensed,Ext1413,ExteNetER@gmail.com,264
-7909491.82943507,5217780.61349921,ExteNet Systems,Charlestown,62 Thirteenth Street,42.378062,-71.052174,2022/12/01 00:00:00+00,Acorn - Single,Replacement,Double Acorn Light Pole with Side Mount & Whip Antenna (Extenet Exhibit X-20),3350,Neutral Host,Licensed,Ext1414,ExteNetER@gmail.com,265
-7910032.84216033,5217959.33795486,ExteNet Systems,Charlestown,Medford St.,42.379248,-71.057034,2022/09/30 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3351,Neutral Host,Licensed,Ext1415, ExteNetER@gmail.com,266
-7911262.14329716,5217188.40565762,ExteNet Systems,Charlestown,250-300 Rutherford Ave,42.374132,-71.068077,2022/06/30 00:00:00+00,Standard Concrete - Double Straight,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3355,Neutral Host,Licensed,Ext1418,ExteNetER@gmail.com,267
-7911547.0098741,5217855.50858112,ExteNet Systems,Charlestown,Rutherford Ave,42.378559,-71.070636,2022/09/30 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3356,Neutral Host,Licensed,Ext1419, ExteNetER@gmail.com,268
-7910675.60090017,5204268.36043681,ExteNet Systems,Dorchester,20 MSGR P J Lydon Wy,42.288331,-71.062808,2021/11/26 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3501,Neutral Host,Licensed,Ext1420, ExteNetER@gmail.com,269
-7910170.09909248,5204430.12662557,ExteNet Systems,Dorchester,97-103 MSGR P J Lydon Wy,42.289406,-71.058267,2021/11/19 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3502,Neutral Host,Licensed,Ext1421, ExteNetER@gmail.com,270
-7910071.47002363,5204734.25453442,ExteNet Systems,Dorchester,531 Adams St,42.291427,-71.057381,2021/10/29 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3503,Neutral Host,Licensed,Ext1422,ExteNetER@gmail.com,271
-7910429.58482551,5204601.67704192,ExteNet Systems,Dorchester,53 LONSDALE ST,42.290546,-71.060598,2021/12/11 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3504,Neutral Host,Licensed,Ext1423, ExteNetER@gmail.com,272
-7909860.2969496,5211646.95523086,Crown Castle,South Boston,40 West Seventh Street,42.337346,-71.055484,2019/12/31 00:00:00+00,Standard Concrete,Replacement,Standard Concrete Light Pole with Side Mount (Crown Castle X-18A),S_BOS_N051,Neutral Host,Licensed,Cro1424,Amanda.cornwall@crowncastle.com,273
-7909940.89226093,5204550.06110765,ExteNet Systems,Dorchester,576 Adams St,42.290203,-71.056208,2021/11/19 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3505,Neutral Host,Licensed,Ext1426, ExteNetER@gmail.com,274
-7910776.01108086,5204551.7164248,ExteNet Systems,Dorchester,24 Santuit St.,42.290214,-71.06371,2021/12/04 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3506,Single Carrier,Licensed,Ext1427, ExteNetER@gmail.com,275
-7910733.37571589,5206274.6068537,ExteNet Systems,Dorchester,10 DRAPER ST,42.301662,-71.063327,2021/09/03 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3533,Neutral Host,Licensed,Ext1428,ExteNetER@gmail.com,276
-7910480.23519383,5204768.56547017,ExteNet Systems,Dorchester,24 ST MARKS RD,42.291655,-71.061053,2021/11/05 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3507,Neutral Host,Licensed,Ext1429, ExteNetER@gmail.com,277
-7910976.38616429,5204492.72711949,ExteNet Systems,Dorchester,Melbourne St,42.289822,-71.06551,2020/01/31 00:00:00+00,Wood Utility Pole (Not City Owned but In Right of Way),Attachment,Wood Utility Pole Antenna Top Mount (Extenet Exhibit X-4),3508,Single Carrier,Licensed,Ext1430,ExteNetER@gmail.com,278
-7910925.95843496,5204858.55702332,ExteNet Systems,Dorchester,168-170 Centre St,42.292253,-71.065057,2021/11/19 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3509,Single Carrier,Licensed,Ext1431, ExteNetER@gmail.com,279
-7910450.17893131,5206486.8293843,ExteNet Systems,Dorchester,175 Adams St.,42.303072,-71.060783,2021/09/10 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3534,Neutral Host,Licensed,Ext1432,ExteNetER@gmail.com,280
-7911105.6280931,5204440.05840711,ExteNet Systems,Dorchester,80-88 Welles Ave,42.289472,-71.066671,2021/11/12 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3510,Neutral Host,Licensed,Ext1433, ExteNetER@gmail.com,281
-7911841.56124674,5206725.54778281,ExteNet Systems,Dorchester,237 GENEVA AVE,42.304658,-71.073282,2021/10/30 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3535,Neutral Host,Licensed,Ext1434,ExteNetER@gmail.com,282
-7910684.72909841,5204598.81784287,ExteNet Systems,Dorchester,1742-1748 Dorchester Ave,42.290527,-71.06289,2021/10/29 00:00:00+00,Pendant,Replacement,Pendant Light Pole with Side Mount (Extenet X-16),3511,Neutral Host,Licensed,Ext1435, ExteNetER@gmail.com,283
-7910610.25635907,5204961.04008342,ExteNet Systems,Dorchester,1684 DORCHESTER AV,42.292934,-71.062221,2021/09/30 00:00:00+00,Pendant,Replacement,Pendant Light Pole with Side Mount (Extenet X-16),3512,Neutral Host,Licensed,Ext1436, ExteNetER@gmail.com,284
-7911570.27564767,5206582.70736273,ExteNet Systems,Dorchester,143-145 Bowdoin St,42.303709,-71.070845,2021/09/24 00:00:00+00,Standard Concrete - Cobra,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),NE-MA-BSTN3N01-03536,Neutral Host,Licensed,Ext1437,ExteNetER@gmail.com,285
-7911207.48542718,5204720.25931997,ExteNet Systems,Dorchester,91 CENTRE ST,42.291334,-71.067586,2021/11/12 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3513,Neutral Host,Licensed,Ext1438, ExteNetER@gmail.com,286
-7911272.82996827,5206814.80532384,ExteNet Systems,Dorchester,203 205 Bowdoin St,42.305251,-71.068173,2021/11/05 00:00:00+00,Standard Concrete - Cobra,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3537,Neutral Host,Licensed,Ext1439,ExteNetER@gmail.com,287
-7911423.33391983,5204636.5894367,ExteNet Systems,Dorchester,380 Talbot Av,42.290778,-71.069525,2021/11/12 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3514,Single Carrier,Licensed,Ext1440, ExteNetER@gmail.com,288
-7911045.84952655,5207073.85262783,ExteNet Systems,Dorchester,277 BOWDOIN ST,42.306972,-71.066134,2021/09/30 00:00:00+00,Standard Concrete - Cobra,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3538,Neutral Host,Licensed,Ext1441,ExteNetER@gmail.com,289
-7911758.5169066,5204466.24224468,ExteNet Systems,Dorchester,637 Washington St,42.289646,-71.072536,2021/10/29 00:00:00+00,Pendant,Replacement,Pendant Light Pole with Side Mount (Extenet X-16),3515,Neutral Host,Licensed,Ext1442, ExteNetER@gmail.com,290
-7911693.39500449,5205020.93524833,ExteNet Systems,Dorchester,521-527 Washington St,42.293332,-71.071951,2021/10/22 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3518,Neutral Host,Licensed,Ext1443, ExteNetER@gmail.com,291
-7911584.413223,5206487.58195492,ExteNet Systems,Dorchester,319 GENEVA AVE,42.303077,-71.070972,2021/10/22 00:00:00+00,Pendant,Replacement,Pendant Light Pole with Side Mount (Extenet X-16),3539,Neutral Host,Licensed,Ext1444,ExteNetER@gmail.com,292
-7912019.44979302,5204882.93615303,ExteNet Systems,Dorchester,85 Whitfield St,42.292415,-71.07488,2020/01/31 00:00:00+00,Wood Utility Pole (Not City Owned but In Right of Way),Attachment,Wood Utility Pole Antenna Side Mount (Extenet Exhibit X-5),3519,Single Carrier,Licensed,Ext1445,ExteNetER@gmail.com,293
-7912308.32387163,5206847.31755443,ExteNet Systems,Dorchester,155 GENEVA AVE,42.305467,-71.077475,2021/10/02 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3540,Neutral Host,Licensed,Ext1446,ExteNetER@gmail.com,294
-7911462.85233906,5207269.83617697,ExteNet Systems,Dorchester,69 Hamilton St.,42.308274,-71.06988,2021/09/03 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3542,Neutral Host,Licensed,Ext1448,ExteNetER@gmail.com,295
-7911675.24992749,5207481.32834841,ExteNet Systems,Dorchester,11 HAMILTON ST,42.309679,-71.071788,2022/08/31 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3543,Neutral Host,Licensed,Ext1449,ExteNetER@gmail.com,296
-7910270.62059266,5206734.57886172,ExteNet Systems,Dorchester,1345 -1353 Dorchester Ave,42.304718,-71.05917,2021/08/27 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3544,Neutral Host,Licensed,Ext1450,ExteNetER@gmail.com,297
-7910204.71945411,5207131.0517087,ExteNet Systems,Dorchester,2 East St.,42.307352,-71.058578,2021/09/30 00:00:00+00,Pendant,Replacement,Pendant Light Pole with Side Mount (Extenet X-16),3545,Neutral Host,Licensed,Ext1451,ExteNetER@gmail.com,298
-7910106.31302425,5207602.05411,ExteNet Systems,Dorchester,1170-1176 Dorchester Ave,42.310481,-71.057694,2021/09/10 00:00:00+00,Standard Concrete - Aeriata,Replacement,Aeriata Light Pole with Side Mount (Extenet X-13),3546,Neutral Host,Licensed,Ext1452,ExteNetER@gmail.com,299
-7910032.17424338,5208041.31618304,ExteNet Systems,Dorchester,44 - 58 Savin Hill Ave,42.313399,-71.057028,2021/11/19 00:00:00+00,Acorn - Single,Replacement,Double Acorn Light Pole with Side Mount & Whip Antenna (Extenet Exhibit X-20),3547,Neutral Host,Licensed,Ext1453,ExteNetER@gmail.com,300
-7907168.59166222,5211029.98300061,Lightower,South Boston,"722 E 6th St, Boston, MA 02127",42.333249,-71.031304,2017/10/04 00:00:00+00,Standard Concrete,Replacement,Standard Concrete Light Pole (Lightower Exhibit X-1),SC-MA 0107,Single Carrier,Licensed,Lig140,mconstantino@lightower.com,301
-7910381.82876396,5208205.40490985,Verizon Wireless,Dorchester,Whitby Terrace,42.314489,-71.060169,2018/08/31 00:00:00+00,Wood Utility Pole (Not City Owned but In Right of Way),Attachment,Wood Utility Pole Antenna Top Mount (Verizon Exhibit X-4),432431,Single Carrier,Licensed,Ver141,VZWExhibitX1@gmail.com,302
-7909429.93579819,5216038.00092388,Lightower,North End,"388 Commercial St, Boston, MA 02109",42.366497,-71.051618,2018/11/08 00:00:00+00,Pendant,Replacement,Pendant Light Pole (Lightower Exhibit X-3),SC-MA 0090,Single Carrier,Licensed,Lig142,mconstantino@lightower.com,303
-7907469.48824583,5217681.00546566,Mobilitie,East Boston,"87-99 Brooks St Boston, MA 02128",42.377401,-71.034007,2018/04/06 00:00:00+00,Standard Concrete,Replacement,Standard Concrete Light Pole (Mobilitie Exhibit X-1),9MAB000717,Neutral Host,Licensed,Mob146,chsmith@mobilitie.com,304
-7910491.92374036,5214669.60066982,Mobilitie,Downtown / Financial District,"102 Tremont St Boston, MA 02108",42.357414,-71.061158,2017/07/14 00:00:00+00,Standard Concrete,Replacement,Standard Concrete Light Pole (Mobilitie Exhibit X-1),9MAB001511,Neutral Host,Licensed,Mob148,chsmith@mobilitie.com,305
-7910898.46252073,5213705.07493501,Lightower,Downtown / Financial District,"64-76 Stuart St, Boston, MA 02116",42.351011,-71.06481,2018/12/06 00:00:00+00,Acorn - Double,Replacement,Double Acorn Light Pole with Base & Whip Antenna (Lightower Exhibit X-8),SC-MA 0001,Single Carrier,Licensed,Lig149,mconstantino@lightower.com,306
-7906792.99970028,5210914.18283199,Lightower,South Boston,"794 E 7th St, Boston, MA 02127",42.33248,-71.02793,2018/08/15 00:00:00+00,Standard Concrete,Replacement,Standard Concrete Light Pole (Lightower Exhibit X-1),SC-MA 0109,Single Carrier,Licensed,Lig150,mconstantino@lightower.com,307
-7910739.2756489,5213682.33000416,Lightower,Downtown / Financial District,"30 Stuart St, Boston, MA 02116",42.35086,-71.06338,2018/12/06 00:00:00+00,Acorn - Double,Replacement,Double Acorn Light Pole with Base & Whip Antenna (Lightower Exhibit X-8),SC-MA 0019,Single Carrier,Licensed,Lig151,mconstantino@lightower.com,308
-7909355.57437834,5215713.01996622,Lightower,North End,"309-311 Commercial Street, Boston, MA 02110",42.36434,-71.05095,2018/09/04 00:00:00+00,Acorn - Double,Replacement,Double Acorn Light Pole with Side Mount & Whip Antenna (Lightower Exhibit X-20),SC-MA 0080,Single Carrier,Licensed,Lig152,mconstantino@lightower.com,309
-7909545.9307076,5216165.01320424,Lightower,North End,"425-427 Commercial Street, Boston, MA 02109",42.36734,-71.05266,2018/12/31 00:00:00+00,Pendant,Replacement,Pendant Light Pole (Lightower Exhibit X-3),SC-MA 0088,Single Carrier,Licensed,Lig153,mconstantino@lightower.com,310
-7909786.04684924,5216005.30646088,Lightower,North End,"172 Salem St, Boston, MA 02113",42.36628,-71.054817,2018/06/10 00:00:00+00,Acorn - Double,Replacement,Double Acorn Light Pole with Side Mount & Whip Antenna (Lightower Exhibit X-20),SC-MA 0057,Single Carrier,Licensed,Lig154,mconstantino@lightower.com,311
-7910625.84108778,5215382.02394222,Lightower,Beacon Hill,"12-16 New Chardon St, Boston, MA 02114",42.362143,-71.062361,2018/05/31 00:00:00+00,Pendant,Replacement,Pendant Light Pole (Lightower Exhibit X-3),SC-MA 0048,Single Carrier,Licensed,Lig155,mconstantino@lightower.com,312
-7909658.3633933,5216077.62616175,Lightower,North End,"27 Charter St, Boston, MA 02113",42.36676,-71.05367,2018/10/19 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole (Lightower Exhibit X-2),SC-MA 0058,Single Carrier,Licensed,Lig156,mconstantino@lightower.com,313
-7909437.95080153,5215911.89433175,Lightower,North End,"64-98 Hanover Ave, Boston, MA 02109",42.36566,-71.05169,2018/08/05 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole (Lightower Exhibit X-2),SC-MA 0091,Single Carrier,Licensed,Lig157,mconstantino@lightower.com,314
-7909550.60612621,5216009.826426,Lightower,North End,"463 Hanover St, Boston, MA 02113",42.36631,-71.052702,2018/10/19 00:00:00+00,Acorn - Double,Replacement,Double Acorn Light Pole with Base & Whip Antenna (Lightower Exhibit X-8),SC-MA 0092,Single Carrier,Licensed,Lig158,mconstantino@lightower.com,315
-7907389.67217093,5210781.66942168,Lightower,South Boston,"181 M St, Boston, MA 02127",42.3316,-71.03329,2017/09/29 00:00:00+00,Standard Concrete,Replacement,Standard Concrete Light Pole (Lightower Exhibit X-1),SC-MA 0113,Single Carrier,Licensed,Lig159,mconstantino@lightower.com,316
-7910452.05466473,5213605.37572242,Lightower,Chinatown,"40-42 Tyler St, Boston, MA 02111",42.35034911,-71.06079985,2017/11/26 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole (Lightower Exhibit X-2),SC-MA 0016,Single Carrier,Licensed,Lig160,mconstantino@lightower.com,317
-7910487.69359971,5213509.10881352,Lightower,Chinatown,"54 Tyler St, Boston, MA 02111",42.34971,-71.06112,2017/11/26 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole (Lightower Exhibit X-2),SC-MA 0017,Single Carrier,Licensed,Lig161,mconstantino@lightower.com,318
-7909712.90994379,5216250.89435967,Lightower,North End,"481-495 Commercial Street, Boston, MA 02109",42.36791,-71.05416,2018/10/19 00:00:00+00,Pendant,Replacement,Pendant Light Pole (Lightower Exhibit X-3),SC-MA 0087,Single Carrier,Licensed,Lig162,mconstantino@lightower.com,319
-7915884.06510278,5213636.50139388,Lightower,Fenway / Kenmore,"775 US-20, Boston, MA 02215",42.35055575,-71.10959643,2018/06/15 00:00:00+00,Pendant,Replacement,Pendant Light Pole (Lightower Exhibit X-3),SC-MA 0116,Single Carrier,Licensed,Lig163,mconstantino@lightower.com,320
-7915592.80544749,5211875.56290917,Lightower,Fenway / Kenmore,"349-351 Longwood Ave, Boston, MA 02215",42.338864,-71.10698,2018/05/01 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole (Lightower Exhibit X-2),SC-MA 0150,Single Carrier,Licensed,Lig164,mconstantino@lightower.com,321
-7915623.64094644,5211640.28382484,Lightower,Fenway / Kenmore,"34-98 Jimmy Fund Way, Boston, MA 02215",42.3373017,-71.107257,2017/12/10 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole (Lightower Exhibit X-2),SC-MA 0151,Single Carrier,Licensed,Lig165,mconstantino@lightower.com,322
-7914741.21134292,5213399.1526586,Lightower,Fenway / Kenmore,"580c Commonwealth Avenue, Boston, MA 02215",42.34898,-71.09933,2017/11/09 00:00:00+00,Pendant,Replacement,Pendant Light Pole (Lightower Exhibit X-3),SC-MA 0128,Single Carrier,Licensed,Lig166,mconstantino@lightower.com,323
-7907598.50753566,5210626.57085318,Lightower,South Boston,"222 L St, Boston, MA 02127",42.33057,-71.035166,2017/09/29 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole (Lightower Exhibit X-2),SC-MA 0111,Single Carrier,Licensed,Lig167,mconstantino@lightower.com,324
-7915216.76820759,5213386.50025146,Lightower,Fenway / Kenmore,"59-111 Cummington Mall, Boston, MA 02215",42.348896,-71.103602,2018/07/01 00:00:00+00,Standard Concrete,Replacement,Standard Concrete Light Pole (Lightower Exhibit X-1),SC-MA 0120,Single Carrier,Licensed,Lig168,mconstantino@lightower.com,325
-7915577.77731623,5211375.58490014,Lightower,Fenway / Kenmore,"75 Francis St, Boston, MA 02115",42.335544,-71.106845,2017/12/18 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole (Lightower Exhibit X-2),SC-MA 0152,Single Carrier,Licensed,Lig169,mconstantino@lightower.com,326
-7915350.57423552,5213220.36366444,Lightower,Fenway / Kenmore,"9 Buswell St, Boston, MA 02215",42.347793,-71.104804,2017/11/09 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole (Lightower Exhibit X-2),SC-MA 0129,Single Carrier,Licensed,Lig170,mconstantino@lightower.com,327
-7909612.16469142,5214231.52991342,Lightower,Downtown / Financial District,"103-137 Purchase St, Boston, MA 02110",42.35450595,-71.05325499,2018/09/04 00:00:00+00,Acorn - Double,Replacement,Double Acorn Light Pole with Side Mount & Whip Antenna (Lightower Exhibit X-20),SC-MA 0104,Single Carrier,Licensed,Lig171,mconstantino@lightower.com,328
-7908126.60719998,5210801.24514967,Lightower,South Boston,"187 I St, Boston, MA 02127",42.33173,-71.03991,2017/10/19 00:00:00+00,Pendant,Replacement,Pendant Light Pole (Lightower Exhibit X-3),SC-MA 0115,Single Carrier,Licensed,Lig173,mconstantino@lightower.com,329
-7906461.26761772,5211438.23130056,Lightower,South Boston,"64-98 Farragut Rd, Boston, MA 02127",42.33596,-71.02495,2018/07/01 00:00:00+00,Standard Concrete,Replacement,Standard Concrete Light Pole (Lightower Exhibit X-1),SC-MA 0108,Single Carrier,Licensed,Lig174,mconstantino@lightower.com,330
-7906656.0767266,5211149.09752515,Lightower,South Boston,"839-841 E Fifth St, Boston, MA 02127",42.33404,-71.0267,2017/10/18 00:00:00+00,Standard Concrete,Replacement,Standard Concrete Light Pole (Lightower Exhibit X-1),SC-MA 0110,Single Carrier,Licensed,Lig175,mconstantino@lightower.com,331
-7910592.89051851,5214490.03447559,Lightower,Downtown / Financial District,"49 Winter Street, Boston, MA",42.356222,-71.062065,2018/08/23 00:00:00+00,Acorn - Double,Replacement,Double Acorn Light Pole with Side Mount & Whip Antenna (Lightower Exhibit X-20),SC-MA 0008,Single Carrier,Licensed,Lig176,mconstantino@lightower.com,332
-7911527.86292168,5213834.46601171,Lightower,Downtown / Financial District,"300-312 Boylston St, Boston, MA 02116",42.35187,-71.070464,2018/08/01 00:00:00+00,Acorn - Double,Replacement,Double Acorn Light Pole with Base & Whip Antenna (Lightower Exhibit X-8),SC-MA 0009,Single Carrier,Licensed,Lig177,mconstantino@lightower.com,333
-7910530.66292315,5214078.64188289,Lightower,Downtown / Financial District,"1-5 Ave de Lafayette, Boston, MA 02111",42.353491,-71.061506,2018/11/08 00:00:00+00,Acorn - Double,Replacement,Double Acorn Light Pole with Side Mount & Whip Antenna (Lightower Exhibit X-20),SC-MA 0010,Single Carrier,Licensed,Lig178,mconstantino@lightower.com,334
-7910567.95495257,5213280.16045018,Lightower,Chinatown,"103-103A Hudson St, Boston, MA 02111",42.34819,-71.061841,2018/08/01 00:00:00+00,Aeriata Light Pole,Replacement,Aeriata Light Pole (Lightower Exhibit X-2),SC-MA 0018,Single Carrier,Licensed,Lig179,mconstantino@lightower.com,335
-7910770.44510632,5214051.22638795,Lightower,Downtown / Financial District,"80 Mason St, Boston, MA 02111",42.353309,-71.06366,2018/12/06 00:00:00+00,Acorn - Double,Replacement,Double Acorn Light Pole with Base & Whip Antenna (Lightower Exhibit X-8),SC-MA 0020,Single Carrier,Licensed,Lig180,mconstantino@lightower.com,336
-7910741.39071923,5214286.52019698,Lightower,Beacon Hill,"150 Tremont St, Boston, MA",42.354871,-71.063399,2018/08/23 00:00:00+00,Standard Concrete - Double Curved,Replacement,Double Acorn Light Pole with Base & Whip Antenna (Lightower Exhibit X-8),SC-MA 0021,Single Carrier,Licensed,Lig181,mconstantino@lightower.com,337
-7909985.19741827,5214003.77668047,Lightower,Downtown / Financial District,"161 Summer St, Boston, MA",42.352994,-71.056606,2018/08/01 00:00:00+00,Acorn - Double,Replacement,Double Acorn Light Pole with Base & Whip Antenna (Lightower Exhibit X-8),SC-MA 0022,Single Carrier,Licensed,Lig182,mconstantino@lightower.com,338
